name,am_college_id,staff-directory,selector
Hannibal-LaGrange University,35278,https://hlgtrojans.com/staff-directory,
Hardin-Simmons University,32974,https://www.hsuathletics.com/information/directory/index,
Harris-Stowe State University,35279,https://hornetsathletics.com/staff-directory,
King's College,32719,https://kingscollegeathletics.com/staff-directory,
Hillsdale College,31755,https://www.hillsdalechargers.com/athletics/directory/index,
Hiram College,35511,https://hiramterriers.com/staff-directory,
Hofstra University,32276,https://gohofstra.com/staff-directory,
CUNY Hunter College,32251,https://www.huntercollegeathletics.com/staff-directory,
Huntingdon College,31759,https://www.huntingdonhawks.com/information/directory/index,
Huston-Tillotson University,32999,https://www.htramsathletics.com/staff.php,
University of Illinois at Chicago,35026,https://uicflames.com/staff-directory,
Illinois Wesleyan University,35029,https://www.iwusports.com/staff-directory,
Illinois Valley Community College,31460,https://www.ivcceagles.com/information/directory/index,
Indian River State College,31275,https://irsc.prestosports.com/information/directory/index,
Jackson State University,32004,https://gojsutigers.com/staff-directory,
University of Jamestown,35495,https://www.jimmiepride.com/staff,
John Brown University,34850,https://jbuathletics.com/staff-directory,
John Carroll University,35509,https://jcusports.com/staff-directory,
CUNY John Jay College of Criminal Justice,31772,https://johnjayathletics.com/staff-directory,
Johnson C Smith University,35468,https://goldenbullsports.com/staff-directory,
Kennesaw State University,36027,https://ksuowls.com/staff-directory,
Kentucky Christian University,31684,http://www.kcuknights.com/staff,
Kentucky Wesleyan College,32796,https://kwcpanthers.com/staff-directory,
Keystone College,32721,https://www.gokcgiants.com/staff-directory,
Lake Erie College,32524,https://www.lakeeriestorm.com/information/directory/index,
Lake Forest College,31469,goforesters.com/information/directory/index,
Lake Land College,31470,https://lakelandlakersathletics.com/information/directory/index,
University of La Verne,34894,https://www.leopardathletics.com/insideAthletics/Staff_Directory/index,
Lasell University,31829,https://laserpride.lasell.edu/information/directory/index,
LeTourneau University,31871,https://letuathletics.com/staff-directory,
Lebanon Valley College,31779,https://godutchmen.com/staff-directory,
Lee College,32992,https://www.lee.edu/athletics/,
Lee University,31806,https://leeuflames.com/staff-directory,
Lehigh University,36041,https://lehighsports.com/staff-directory,
Lesley University,31843,https://lesleyathletics.com/information/directory/index,
Lewis & Clark College,32639,https://www.lcpioneers.com/about/staff/directory/index,
Lewis University,31887,https://lewisflyers.com/staff-directory,
Lehigh Carbon Community College,35575,https://gocougarsports.com/staff-directory,
Lewis and Clark Community College,31461,https://www.lcpioneers.com/about/staff/directory/index,
Livingstone College,36047,https://bluebearathletics.com/staff-directory,
Longwood University,33111,https://longwoodlancers.com/staff-directory,
Lourdes University,32592,https://lourdesathletics.com/staff-directory,
University of Maine at Presque Isle,35146,http://owls.umpi.edu/athletics/directory/index,
University of Maine at Farmington,35134,https://athletics.umf.maine.edu/information/directory/index,
Luzerne County Community College,32740,,
University of Maine at Fort Kent,35139,https://www.theuscaa.com/Members/maine-fort_kent/info,
Manhattan Christian College,31644,http://mccthunder.com/inside-athletics/staff-directory,
Maranatha Baptist University,32003,https://www.sbubearcats.com/staff-directory,
Marian University,33231,https://www.muknights.com/staff,
Martin Methodist College,35687,,
University of Mary,32467,https://goumary.com/staff-directory,
Maryville College,32899,https://www.mcscots.com/information/directory/index,
Massachusetts College of Liberal Arts,33304,https://athletics.mcla.edu/information/directory/index,
Massachusetts Maritime Academy,32005,https://www.mmabucs.com/insideAthletics/directory/index,
University of Massachusetts-Amherst,31833,https://umassathletics.com/staff-directory,
University of Massachusetts-Dartmouth,35198,https://corsairathletics.com/staff-directory,
McDaniel College,35172,https://www.mcdanielathletics.com/information/directory/index,
Mayville State University,32477,https://msucomets.com/staff-directory,
University of Miami,36061,https://miamihurricanes.com/staff-directory/,
University of Michigan-Ann Arbor,35218,https://mgoblue.com/sports/2017/6/16/michigan-athletics.aspx,
Miami Dade College,31293,https://www.mdcathletics.com/information/directory/index,
University of Michigan-Dearborn,31915,http://athletics.umdearborn.edu/information/directory/index,
Mid-America Christian University,36062,https://macuathletics.com/staff-directory,
Mid-Atlantic Christian University,32447,https://gomacumustangs.com/information/directory/index,
Middle Georgia State University,36001,https://mgaknights.com/staff-directory,
Middlesex County College,32172,https://mccbluecolts.com/information/directory/index,
Millersville University of Pennsylvania,32735,https://millersvilleathletics.com/staff-directory,
Mills College,34896,https://www.millscyclones.com/information/directory/index,
Milwaukee School of Engineering,35822,https://www.go-raiders.com/information/directory/index,
Minnesota State University Moorhead,35241,https://www.msumdragons.com/staff-directory,
University of Minnesota-Crookston,32097,https://goldeneaglesports.com/staff.aspx,
University of Minnesota-Twin Cities,35229,https://twin-cities.umn.edu/gopher-athletics,
Minot State University,32474,https://msubeavers.com/staff-directory,
University of Mississippi,32010,,
University of Missouri-St Louis,35299,https://umsltritons.com/staff-directory,
Mitchell College,34960,https://www.mitchellathletics.com/athletics/Staff_Directory/index,
Montana Technological University,36498,https://godiggers.com/staff-directory,
Mount Mary University,35820,https://mtmaryathletics.com/insideathletics/directory/index,
College of Mount Saint Vincent,32297,https://cmsvathletics.com/staff-directory,
Mt Hood Community College,32645,https://www.mhcc.edu/athletics/,
Multnomah University,32636,https://gomulions.com/staff-directory,
Muskingum University,36071,https://www.fightingmuskies.com/athletics/directory/index,
National Park College,34836,https://np.edu/student-services/athletics/coaches/default.aspx,
Navajo Technical University,32731,http://www.navajotech.edu/athletics/contact,
University of Nebraska at Kearney,32100,https://lopers.com/staff-directory,
Nichols College,35199,https://lopers.com/staff-directory,
Norfolk State University,35774,https://nsuspartans.com/staff-directory,
North Carolina A & T State University,32427,https://ncataggies.com/staff-directory,
Northeastern State University,32027,TODO,
North Idaho College,36076,https://goriverhawksgo.com/staff-directory,
Northeast Mississippi Community College,35256,https://www.nemccathletics.com/athletics/directory/index,
Northeastern University,32028,https://nuhuskies.com/staff-directory,
Northern Arizona University,30861,https://nauathletics.com/staff-directory,
Northern Oklahoma College,32615,https://www.nocmavs.com/information/directory/index,
Northwood University,32030,https://www.gonorthwood.com/athletics/directory/index,
Norwich University,35761,https://www.norwichathletics.com/information/directory/index-new,
Nyack College,35399,https://athletics.nyack.edu/information/directory/index,
Oakland City University,35064,https://gomightyoaks.com/staff-directory,
Ohio Northern University,35521,https://www.onusports.com/athletics/directory/index,
Ohio State University-Main Campus,36525,https://ohiostatebuckeyes.com/staff-directory/,
Ohio University-Main Campus,36730,https://ohiobobcats.com/staff-directory,
Ohio Wesleyan University,32045,https://battlingbishops.com/staff-directory,
Olivet College,31920,https://www.olivetcomets.com/information/directory/index,
College of the Ozarks,35306,https://bobcats.cofo.edu/Staff-Directory,
Pennsylvania State University-Penn State Altoona,36735,https://www.psaltoonalions.com/information/directory/index,
University of Pittsburgh-Greensburg,36741,https://pittgreensburgathletics.com/staff-directory,
SUNY College at Plattsburgh,32361,https://gocardinalsports.com/staff-directory,
Point Park University,35594,http://www.pointparksports.com/staff,
CUNY Queens College,32803,https://queensknights.com/staff-directory,
Missouri University of Science and Technology,32014,https://minerathletics.com/staff-directory,
